Token,Cantidad de documentos que lo contienen,Posicion del primer registro en posting
csinalja:asszisztal,1,143825
csinaljak,4,143826
"csinaljak!),",1,143830
csinaljanak.,1,143831
csinaljon,2,143832
csinaljunk?,1,143834
csinalna,1,143835
csinalnak,4,143836
"csinalnak,",1,143840
"csinalnanak,",1,143841
csinalni,2,143842
csinalni!,1,143844
"csinalni,",5,143845
csinalni.,2,143850
csinalni.a,1,143852
csinalom.,1,143853
csinalt,1,143854
csinalt.,1,143855
csinalt][kereszteny,1,143856
csinalta,1,143857
"csinalta,",1,143858
csinaltak,1,143859
"csinaltak,",2,143860
csinaltak.,1,143862
"csinaltam,",1,143863
csinaltam.,1,143864
csinaltatok.,1,143865
csinaltatta.,1,143866
csinaltunk,2,143867
"csinaltunk,",1,143869
csinnadrattaival,1,143870
csinnbe,1,143871
csintalan,3,143872
"csintalan-lakot,",1,143875
csintalan-ugy,1,143876
csintalan?]a,1,143877
csintalankodott,1,143878
"csintalansandort,",1,143879
csináltak,1,143880
csiokkenest,1,143881
csipi,3,143882
"csipkelodes,",1,143885
csipos,1,143886
"csirkek,",1,143887
csiro,1,143888
csitaenerga,1,143889
csizmar,1,143890
csizmasarnyoma,1,143891
"cso),",1,143892
csobanczy,1,143893
"csobe,",1,143894
csoborbol,1,143895
csocselek,9,143896
csocseleke,2,143905
csocseleket!,1,143907
csocseleket?]a,1,143908
csocselekkepzes,1,143909
csocseleknek,3,143910
csod,2,143913
"csod,",1,143915
csod.,1,143916
csoda,1,143917
"csoda,",3,143918
"csoda,hogy",1,143921
csoda.,1,143922
csodaba.pazar,1,143923
csodadoboz,1,143924
"csodadoboz,",1,143925
csodadobozat,1,143926
csodadobozat!,1,143927
csodaja:valaki,1,143928
csodalat,1,143929
"csodalat,",1,143930
csodalatat,1,143931
csodalatos,3,143932
csodalatosan,1,143935
csodaljak,1,143936
csodalkozhatunk,1,143937
"csodalkoznak,",1,143938
csodalkozunk?,1,143939
csodanak,1,143940
csodas,2,143941
csodaszamba,1,143943
csodaszép,1,143944
csodat,1,143945
csodaval,1,143946
csodavaras,1,143947
csodavaraseltorzitotta,1,143948
csodavarastol.fuggetlen-e,1,143949
csodbe,5,143950
csodbejuttatott,1,143955
csodbemenetele,1,143956
csodben,1,143957
csodben?]csodbe,1,143958
"csodbiztos,",1,143959
csoddel]az,1,143960
csodfenyeget.,1,143961
"csodhelyzeteben,",1,143962
csodjeminel,1,143963
csodjet,1,143964
csodot,3,143965
csodot.,1,143968
csodtol,1,143969
"csodtomeget,",1,143970
csodtorveny,1,143971
"csodtorvenyre,",1,143972
csodunket,1,143973
"csodálkozom,",1,143974
csodával,1,143975
csokken,5,143976
"csokken""]",1,143981
"csokken,",2,143982
"csokkenes,",1,143984
csokkenes]minden,1,143985
csokkenese,2,143986
csokkenesehez,1,143988
csokkenesehez.az,1,143989
"csokkeneset,",1,143990
csokkeneset.,1,143991
csokkenesetol,2,143992
csokkenhet,1,143994
"csokkenhetnek,",1,143995
csokkenjen,2,143996
csokkenjen.,1,143998
csokkennek,1,143999
"csokkennek,",1,144000
"csokkennek,a",1,144001
csokkenni,2,144002
csokkennie.,1,144004
csokkeno,3,144005
csokkent,9,144008
csokkent.,5,144017
csokkentek,3,144022
"csokkentek,",1,144025
csokkentene,1,144026
csokkentenek,1,144027
csokkentenek.,1,144028
csokkenteni,5,144029
csokkenteni.,1,144034
csokkentese,3,144035
csokkentesere,2,144038
csokkenteset,3,144040
"csokkenteset,",1,144043
csokkenteset.,1,144044
csokkentette,2,144045
csokkentette.,1,144047
csokkentettek,2,144048
csokkenthetopusztan,1,144050
csokkenti,3,144051
csokkenti-e,1,144054
csokkentiaz,1,144055
csokkentik,4,144056
csokkentjuk,1,144060
csokkentsuk,1,144061
csokkentve,1,144062
"csokkentve,",1,144063
csokonyos.,1,144064
csokorba,2,144065
csollany,1,144067
csomag,5,144068
csomagban,1,144073
csomagbancsak,1,144074
csomaggal,1,144075
csomagjatmielott,1,144076
csomagjaval.bokros,1,144077
csomagjukat.,1,144078
csomagnak,1,144079
"csomagok""",1,144080
csomagokban,1,144081
csomagra,1,144082
csomagrol,1,144083
"csomagrol,",1,144084
csomagterv,1,144085
csomagtervenek,1,144086
csominvest,1,144087
csond,1,144088
csondes,1,144089
csondesen,1,144090
csondtamad.,1,144091
csongrad,1,144092
csonka,3,144093
csontokrol,1,144096
csontos,1,144097
"csontropogtatasaba,",1,144098
csontvelo-transzplantacios,1,144099
csoori,1,144100
csopogtetik,1,144101
csoport,8,144102
"csoport""",1,144110
csoport),1,144111
"csoport,",2,144112
csoport.,1,144114
csoporthoz,1,144115
csoportja,5,144116
"csoportja,",1,144121
csoportja.,1,144122
"csoportjaba,",1,144123
csoportjaban,1,144124
"csoportjabol,",1,144125
csoportjai,1,144126
csoportjaink,1,144127
csoportjait,1,144128
csoportjanak,1,144129
csoportjanakasztalara,1,144130
csoportjat.,1,144131
csoportjuk,1,144132
csoportnak,1,144133
csoportok,5,144134
csoportokat,2,144139
csoportokban,1,144141
csoporton,1,144142
csoportos,2,144143
csoportositotta,1,144145
csoportosulasok,2,144146
"csoportosulasok,",1,144148
"csoportosulastert,",1,144149
csoportot,1,144150
"csoportrivalisat,",1,144151
csoportrol,1,144152
"csoportvezeto,",1,144153
csopp,1,144154
"csopp,",1,144155
csoppet,1,144156
"csoppjeiben,",1,144157
csorbitasat.,1,144158
csorbul,1,144159
csoterv,1,144160
csoti,3,144161
"csovesek,",1,144164
csovezeteken,1,144165
"csovezeteken,",1,144166
csovezeteki,1,144167
csp,1,144168
cssd,1,144169
cst6cdt,1,144170
csubajszot,1,144171
csuccsal,1,144172
csucs,6,144173
"csucs""",2,144179
csucsairol!,1,144181
csucsan,2,144182
"csucslaszlo,hanem",1,144184
csucson,2,144185
csucsot,1,144187
csucspontjan,1,144188
csucsra,1,144189
csucsra.,1,144190
csucsra.hogyne,1,144191
csucsszintu,1,144192
csucstalalkozo,1,144193
"csucstalalkozo,",1,144194
csucstalalkozojan,1,144195
csucstalalkozon.,1,144196
"csucstalalkozora,mely",1,144197
csucstalalkozot.[torgyan,1,144198
csucstalalkozoval,1,144199
"csucstechnikasa,",1,144200
csucsvezetosegenek,1,144201
csuf,2,144202
csufolt,1,144204
csufosan,1,144205
csufsagot,1,144206
csuklyat,1,144207
csukva,1,144208
"csungott,",1,144209
csunya,1,144210
"csunyat,",1,144211
csupa,1,144212
csupan,32,144213
"csupan,",2,144245
csupan.,1,144247
csupan28,1,144248
csupan4-5,1,144249
csupanannyit,1,144250
csupanaz,1,144251
csupanegyetlen,1,144252
csupanegyszer,1,144253
csupán,1,144254
csurka,9,144255
"csurka,",1,144264
"csurka-cikkre,",1,144265
csurka-fele,1,144266
csurka-szarny,1,144267
csurka-szarnytol,1,144268
csurka-vezette,1,144269
csurkaistvan,1,144270
"csurkaistvan,",1,144271
"csurkistakkal,",1,144272
csurkizmus,1,144273
csurtortokon,1,144274
csuszassal,1,144275
csuszoleertekeles,1,144276
"csusztak,",1,144277
csusztatas!.retsagon,1,144278
csusztatasokkal,1,144279
csusztatast,1,144280
csusztunk.,1,144281
csutortok,3,144282
csutortok]az,1,144285
csutortoki,10,144286
"csutortokiegyeztetesen,",1,144296
csutortokikormanyulesen,1,144297
csutortokisajtotajekoztatojan,1,144298
csutortokon,10,144299
"csutortokon,",1,144309
csutortokon.,1,144310
csutortokondontott,1,144311
csángók,1,144312
"csángóknál,",1,144313
csángósitása,1,144314
"csángósodás,",1,144315
csángósodása,1,144316
csángóvidéken,1,144317
csökken.,1,144318
"csökken.""",1,144319
csökkennek,1,144320
csökkent,1,144321
csökkenés(ez,1,144322
"csökkenés,",1,144323
csökkenésrõl,1,144324
csökkenésérõl.,1,144325
"csökkenését,",1,144326
"csúcs,",1,144327
csúcsokkal,1,144328
csúfolt,1,144329
csúfot,1,144330
cs���r���j���ban,1,144331
ct,1,144332
ct),1,144333
"ct,",2,144334
ctbt,2,144336
"ctbt,",1,144338
ctbt.,1,144339
ctk,4,144340
ctrl+enter,1,144344
cu,1,144345
cuadro,1,144346
cuadros,1,144347
cual,7,144348
"cual,",1,144355
cuales,8,144356
"cuales,",2,144364
cualquier,2,144366
cualquiera,1,144368
cuando,5,144369
cuanto,2,144374
cuartas,1,144376
cuarto,3,144377
cuatemalans,1,144380
cuatro,5,144381
cuba,9,144386
"cuba,",6,144395
cuba.,5,144401
cuban,7,144406
cubans,1,144413
cubes,1,144414
cubic,1,144415
cubierta,1,144416
cubre,1,144417
cubrir,4,144418
cuckoo',1,144422
cuckoo's,3,144423
cucumber,1,144426
cuenca,9,144427
"cuenca,",2,144436
cuencas,1,144438
"cuencas,",1,144439
cuenta,5,144440
cuentas,4,144445
cuerpo,1,144449
cuestiones,2,144450
cuestiones.,1,144452
cuff,1,144453
cuisenaire,1,144454
cuisine,1,144455
"cuisine,",1,144456
cuisine.,1,144457
cukor,1,144458
"cukor,",1,144459
cukor.,1,144460
cukoraremeles]a,1,144461
cukoraremelesre,1,144462
cukorbetegsegre,1,144463
cukorgyarban,1,144464
cukorgyarto,1,144465
cukormaza,1,144466
cukormazzal,1,144467
culinary,1,144468
cullins,1,144469
culminaron,1,144470
culminated,2,144471
culminating,8,144473
culmination,1,144481
culprit,1,144482
cult,2,144483
cultivate,1,144485
"cultivation,",1,144486
cultural,54,144487
"cultural,",6,144541
culturally,7,144547
culturalor,1,144554
culture,37,144555
"culture,",13,144592
culture.,18,144605
culture:,1,144623
culture;,1,144624
cultures,10,144625
"cultures,",5,144635
cultures.,5,144640
cultures:,1,144645
culver,8,144646
cum,5,144654
cum.,2,144659
cumberland,1,144661
cumbersome,2,144662
cumin,1,144664
cummins,1,144665
cumplan,1,144666
cumple,2,144667
cumple:,1,144669
cumplen,1,144670
cumpliendo,2,144671
cumplimiento,4,144673
cumplir,5,144677
cumplirá,1,144682
cumulative,6,144683
cumulus,2,144689
cuneiforms,1,144691
cunningham,2,144692
"cuonsel,",1,144694
cup,4,144695
cup),1,144699
cup.,2,144700
"cuper,",1,144702
cups,3,144703
cups).,1,144706
cups.,1,144707
curb,6,144708
"curbs,",1,144714
cure,5,144715
"cure,",2,144720
cure.,2,144722
cure?,1,144724
cured,1,144725
curent,1,144726
cures,9,144727
"curiae""",1,144736
curie,1,144737
curing,3,144738
"curing""",1,144741
curious,1,144742
curiously,1,144743
"curiously,",1,144744
curlin,2,144745
currants,1,144747
currencies,3,144748
currencies.,1,144751
currency,8,144752
"currency,",4,144760
currency.,3,144764
currency/exchange,1,144767
current,104,144768
current's,2,144872
currently,42,144874
"currently,",5,144916
currents,3,144921
"currents,",1,144924
curricula,5,144925
"curricula,",3,144930
curricula.,1,144933
curriculm,1,144934
curriculum,13,144935
"curriculum,",3,144948
curriculum.,3,144951
curry,1,144954
curse,2,144955
curso,3,144957
curso.,1,144960
cursor.,1,144961
cursos,1,144962
curtail,4,144963
curtailed,1,144967
curtailing,1,144968
curtailment,1,144969
curtailment.,1,144970
curtails,1,144971
curtain.,1,144972
curtis,8,144973
curtmantle,2,144981
curve,2,144983
curve.,2,144985
curves,1,144987
cushla,1,144988
cushrid,1,144989
custodial,6,144990
custodian,1,144996
custodians,1,144997
custody,3,144998
"custody""",1,145001
"custody,",2,145002
custody.,3,145004
custom,5,145007
customarily,2,145012
customary,3,145014
customer,11,145017
"customer,",1,145028
customer.,2,145029
customers,7,145031
"customers,",3,145038
customers.,6,145041
customised,1,145047
customizable,1,145048
customize,2,145049
customs,7,145051
"customs,",4,145058
customs.,2,145062
cut,14,145064
"cut,",2,145078
cut-,1,145080
"cut-back,",1,145081
cut-off,1,145082
cut.,1,145083
cutbacks,1,145084
"cutbacks,",1,145085
cutbacks.,1,145086
cutbacks;,1,145087
cutoff,2,145088
cuts,12,145090
"cuts,",3,145102
cuts.,6,145105
cutting,14,145111
"cutting,",1,145125
cutting.,1,145126
cuya,1,145127
cuyana,1,145128
cuyas,1,145129
cuyo,3,145130
"cuyo,",2,145133
cuyo.,1,145135
cuyos,1,145136
cv4,1,145137
cva,1,145138
cw,2,145139
cy,6,145141
cy.com.cylink,4,145147
cy.com.cyta,2,145151
cy.com.cytanet,3,145153
cyber,3,145156
cyberfokusza,1,145159
cyberkid'sclub,1,145160
cyberkids,1,145161
cybernetic,2,145162
cybernomics,1,145164
cyberporn,1,145165
cyberspace,2,145166
"cyberspace,""",1,145168
cycle,18,145169
"cycle"".",1,145187
"cycle,",3,145188
cycle.,4,145191
"cycle...,",1,145195
cycle....,1,145196
cycle;,1,145197
cycles,4,145198
"cycles,",1,145202
cyclic,1,145203
cyclical,3,145204
cyclo,1,145207
cyclone,1,145208
cyclos,1,145209
cycomm,1,145210
cylinder,2,145211
cylinders,2,145213
"cylinders,",2,145215
cynical,1,145217
cynically,1,145218
cynicism,2,145219
cynthia,2,145221
cyprian,1,145223
cypriot,1,145224
cyprus,7,145225
"cyprus,",1,145232
cyprus.,1,145233
cyprus;,1,145234
cyrano,1,145235
"cystogram,",1,145236
cz,5,145237
cz.anet,1,145242
cz.bohem-net,1,145243
cz.cas.ig,1,145244
cz.cesnet,4,145245
cz.cuni.mff.karlin.novell,2,145249
cz.cuni.mff.ms,1,145251
cz.cuni.mff.troja,1,145252
cz.cuni.ruk,1,145253
cz.cvut.feld,2,145254
cz.cvut.felk,2,145256
cz.cvut.fsid,1,145258
cz.cvut.sh,2,145259
cz.dcit,1,145261
cz.fzu,1,145262
cz.login,2,145263
cz.muni.fi,4,145265
cz.muni.ics,5,145269
cz.muni.math,2,145274
cz.oasa,1,145276
cz.terminal,1,145277
cz.upol,2,145278
cz.videotex,1,145280
cz.vsb,3,145281
cz.vse,2,145284
cz.vslib,1,145286
cz.vutbr.cis,1,145287
cz.vutbr.fme,1,145288
cz.vutbr.ro,1,145289
cz.zcu,1,145290
czako,1,145291
czar,1,145292
czarist,2,145293
czech,38,145295
"czech,",1,145333
czech-german,1,145334
czech-slovak,2,145335
czechoslovak,2,145337
czechoslovakia,1,145339
czechoslovakia...,1,145340
czechrepublic,1,145341
"czechs,",1,145342
czeizel,2,145343
czene,2,145345
czerniak,1,145347
czigany,1,145348
czinege,1,145349
czipin,1,145350
czoma,1,145351
"czys,",1,145352
cáfolja:)a,1,145353
cámara,1,145354
cánones,2,145355
cárter,2,145357
"célból,",2,145359
célhoz,1,145361
célitûzéseit:,1,145362
"célja,",2,145363
célja.,1,145365
céljaiaz,1,145366
céljaiban,1,145367
céljaik,1,145368
céljuk,1,145369
céljából,1,145370
"céljából,",1,145371
céljából.csehszlovákia,1,145372
célkitûzés,1,145373
célkitûzései,1,145374
célkitûzõ,1,145375
célokközött.,1,145376
céloknak,1,145377
célpontjává,1,145378
célra,1,145379
célra.,1,145380
célszerû,1,145381
célszerübb,1,145382
célunk,1,145383
célzat,1,145384
célzatos,1,145385
cíclica,1,145386
cíclicos,2,145387
címmel,1,145389
címre,1,145390
címén!),1,145391
címû,1,145392
cómo,1,145393
córdoba,1,145394
côte,1,145395
cúbicos,5,145396
"cúbicos,",2,145401
cúbicos.,1,145403
cúbicos/día,1,145404
"cúbicos/día,",1,145405
"c���lja,",1,145406
c���lj���nak,1,145407
c���lok,1,145408
c���lpontja,1,145409
c���lprogram,1,145410
c���lrendszer���nek,1,145411
c���m���,1,145412
d,16,145413
"d""urbvilles",1,145429
d'amato,8,145430
d'amours,9,145438
"d'annunzio,",1,145447
"d'arc,",1,145448
"d'arthur,",1,145449
d'aubaine,1,145450
d'eau,1,145451
d'etate:,1,145452
d'ivoire,1,145453
d'ivoire):,1,145454
"d'ivoire.""",1,145455
d'oltremare,1,145456
d'un,1,145457
d'une,1,145458
d'urbervilles,1,145459
"d'urbervilles,",2,145460
d),1,145462
d-10967,1,145463
d-20146,1,145464
d-44017,1,145465
d-64289,1,145466
d-csoportban,1,145467
d.,39,145468
"d.,",1,145507
d.-pesti,1,145508
d.-y.,1,145509
d.c.,11,145510
"d.c.""",2,145521
d.c.),1,145523
"d.c.,",4,145524
d.c.--a,1,145528
d.c.fax:,1,145529
d.e.,1,145530
d.h.,5,145531
d.h.lawrence,1,145536
d.pay,1,145537
d.t.,1,145538
d.u.,1,145539
d20.,1,145540
d3,1,145541
d4,1,145542
d5,1,145543
d6,1,145544
d7,1,145545
d:,1,145546
da,2,145547
"da""s",1,145549
da-da-nyet-da,1,145550
daag,1,145551
dabas-sari,1,145552
"dabas-sariban,",1,145553
dabasi,1,145554
dabble,1,145555
dabei,1,145556
dabs,1,145557
dacara,1,145558
"dacara,",1,145559
dacbol,1,145560
dacha,1,145561
dachas,2,145562
"dacolt,szivos",1,145564
dada,2,145565
daddy,1,145567
daddy-long-legs.,1,145568
dade,1,145569
dado,4,145570
dadogo,1,145574
dados,1,145575
daewoo,2,145576
daewoowhereby,1,145578
dagadt,1,145579
dagerrotipiarol,1,145580
dagestan,1,145581
"dagestan,",1,145582
dagestan.,2,145583
dagestani,1,145585
daggers,5,145586
dagmar,2,145591
dahl,1,145593
dahrendorf,1,145594
daihen,1,145595
dailies,8,145596
daily,44,145604
"daily,",1,145648
"dailydigest,",1,145649
dairy,2,145650
daisy,1,145652
daiwa-mkb,1,145653
dakota,32,145654
dakota.,1,145686
dal,1,145687
"dal,",1,145688
dalait,1,145689
"dalait,tiporjatok",1,145690
dalaival?fulembe,1,145691
dale,1,145692
dalenergo,1,145693
daley,2,145694
daley-,1,145696
dalhousie,1,145697
dallas,1,145698
dallas-based,1,145699
dallas;,1,145700
dallasi,1,145701
dalloway,4,145702
"dalloway,",1,145706
dalmaciaval,1,145707
dalnak?,1,145708
dalokat,1,145709
dals,1,145710
dalt,1,145711
dalton,1,145712
dalzell,1,145713
dalzell),1,145714
dam,4,145715
"dam,",1,145719
dam--shout.,1,145720
dam.,1,145721
damage,14,145722
"damage,",3,145736
damaged,8,145739
damaged.,2,145747
damages,8,145749
damages),1,145757
"damages,",4,145758
damages.,5,145762
damages?,1,145767
damaging,9,145768
dame,5,145777
damjanov,1,145782
damn,1,145783
"damn,",1,145784
damn:,1,145785
damnation,1,145786
dampen,1,145787
dampened,1,145788
dams,1,145789
dan,16,145790
dan.blumberg@asu.edu,1,145806
dana,1,145807
danang,1,145808
"danbury,",1,145809
dance,9,145810
"dance,",2,145819
dance-based,2,145821
dance.,1,145823
dance7,1,145824
dancer,1,145825
"dancer,",1,145826
"dancers,",1,145827
dances,2,145828
dances.,1,145830
dancing,3,145831
"dancing,",2,145834
dancing.,2,145836
dancing:,2,145838
danduct,1,145840
"danes,",1,145841
danforth,10,145842
danger,10,145852
"danger,",2,145862
dangerous,17,145864
"dangerous,",1,145881
dangerous.,3,145882
dangers,12,145885
dangers.,1,145897
dangling,1,145898
dania,2,145899
daniaban]a,1,145901
daniai,1,145902
daniel,10,145903
"daniel,",13,145913
daniela,1,145926
daniels,4,145927
danielson,9,145931
danionescuthis,1,145940
danionescuyeltsin:,1,145941
danis,1,145942
danish,2,145943
danker,1,145945
dannemeyer,9,145946
danny,1,145955
danoknevezetes,1,145956
dans,1,145957
dante,2,145958
dante's,5,145960
"dante,",1,145965
danube,1,145966
danube),1,145967
"danube,",1,145968
"danville,",1,145969
"dao,",1,145970
"dar,",1,145971
dara,1,145972
darab,2,145973
darabigennel,1,145975
darabjait.,1,145976
darabolaskor,1,145977
daraboltak,1,145978
"darabos,",1,145979
daralni,1,145980
dardanelles,1,145981
darden,5,145982
darf,1,145987
daria,2,145988
"daring,",1,145990
dariusz,2,145991
dark,11,145993
darker,3,146004
darkness,7,146007
"darkness,",1,146014
darkness.,1,146015
darlington,2,146016
"darmstadt,",1,146018
daroczi,1,146019
darok,1,146020
darren,1,146021
"darrow,",1,146022
dartmouth,1,146023
darts,1,146024
"darts,",1,146025
darussalam,3,146026
darvas,1,146029
darwin,1,146030
"darwin,",1,146031
"darwin,spencer",1,146032
das,3,146033
das(amelynek,1,146036
daschle,9,146037
"daschle,",1,146046
dash,2,146047
dash.,1,146049
dashing,1,146050
dass,1,146051
data,73,146052
data),1,146125
data).,1,146126
"data,",16,146127
data-handling,1,146143
data-intensive,1,146144
data.,16,146145
data.=1a,1,146161
data.se.nettime,1,146162
data:,3,146163
data;,2,146166
databank,1,146168
database,7,146169
"database,",2,146176
database:,2,146178
databases,1,146180
datafilter,1,146181
datasets,1,146182
date,31,146183
"date,",2,146214
date.,4,146216
"date.""",1,146220
date:,5,146221
dated,3,146226
dates,5,146229
dates.,1,146234
dating,5,146235
datos,2,146240
datum,3,146242
datum]23.,1,146245
datumotnem,1,146246
daub,7,146247
dauerolt,1,146254
daughter,7,146255
"daughter"".",2,146262
"daughter,",4,146264
daughters,2,146268
"daughters,",2,146270
daughters.,1,146272
dave,2,146273
davethis,1,146275
david,37,146276
david-neel's,1,146313
davidm@paknet1.ptc.pk,2,146314
daviess,1,146316
davis,20,146317
davis',1,146337
davis's,1,146338
"davis),",1,146339
"davis,",2,146340
davis.,1,146342
davis;,1,146343
dawes,1,146344
dawn,2,146345
dawn:,1,146347
dawning,1,146348
dawson.,2,146349
day,69,146351
day!,1,146420
day's,1,146421
"day,",19,146422
"day,jazz",2,146441
day--a,1,146443
day-shift,1,146444
day-to-day,3,146445
day.,25,146448
day:,6,146473
daycare,1,146479
daylight,1,146480
daylight.,1,146481
days,44,146482
days',3,146526
days),1,146529
"days,",8,146530
"days,""",1,146538
days.,13,146539
days:,1,146552
daytom,1,146553
dayton,3,146554
"dayton,",1,146557
dayton-,1,146558
daytoni,1,146559
day—christmas.,1,146560
daño,1,146561
daños,1,146562
db,2,146563
db.,1,146565
dbedt,1,146566
dc,6,146567
dc-8,1,146573
dcca,1,146574
dcca.,1,146575
dcfs,2,146576
dcs-1800,1,146578
dda.,1,146579
dde,1,146580
ddt,2,146581
de,123,146583
de!,1,146706
"de""fenykepezni",1,146707
de'medici,1,146708
"de,",4,146709
de-activate,1,146713
de-activated,1,146714
de-activated.,1,146715
de-activation,1,146716
de-beaked,1,146717
de-beaked”,1,146718
de-emphasis,1,146719
de-glamorization,1,146720
de-glorify,1,146721
de-link,1,146722
de-stalinization,1,146723
de.aball,1,146724
de.abb,1,146725
de.aip,1,146726
de.alcatel.sel.stgl,1,146727
de.ba-mannheim,1,146728
de.ba-stuttgart.w-informatik,1,146729
de.bauwe.s,1,146730
de.bawue.bb,1,146731
de.bawue.lb,1,146732
de.bawue.wn,1,146733
de.beehive,1,146734
de.bmw,1,146735
de.books,1,146736
de.bull.langen,1,146737
de.cadlab,1,146738
de.central,1,146739
de.cicero,1,146740
de.compuserve,1,146741
de.cyberyder,1,146742
de.dbresearch-berlin,1,146743
de.debis.sns-felb,1,146744
de.decus,1,146745
de.desy,4,146746
de.dhd,1,146750
de.ditec.vil,1,146751
de.dkrz,1,146752
de.dlr.kp.me,1,146753
de.dlr.op.pa,1,146754
de.dlr.st.tt,1,146755
de.donau,3,146756
de.dtag.btx,5,146759
de.dtag.nic,1,146764
de.dwd,1,146765
de.epv,3,146766
de.esa.esoc,2,146769
de.eunet.b,1,146771
de.eunet.bi,2,146772
de.eunet.do,1,146774
de.eunet.h,1,146775
de.eunet.ka,1,146776
de.eunet.m,2,146777
de.eunet.n,1,146779
de.eunet.ofsys.digital,1,146780
de.fal.dv,1,146781
de.fh-aalen.image,1,146782
de.fh-albsig,1,146783
de.fh-flensburg,1,146784
de.fh-furtwangen.alpha,1,146785
de.fh-furtwangen.cae,1,146786
de.fh-furtwangen.ft-lab,2,146787
de.fh-heilbronn.rz,2,146789
de.fh-karlsruhe,3,146791
de.fh-offenburg.rz,1,146794
de.fh-offenburg.verw,1,146795
de.fh-potsdam,1,146796
de.fh-reutlingen.ch,1,146797
de.fh-reutlingen.rz,1,146798
de.fh-rosenheim,2,146799
de.fh-schmalkalden.e-technik,2,146801
de.fh-schmalkalden.informatik,1,146803
de.fh-wolfenbuettel.rz,1,146804
de.fhd-stuttgart,1,146805
de.fhg,3,146806
de.fhg.ipa,1,146809
de.fht-esslingen.rz,4,146810
de.fht-esslingen.wi,1,146814
de.fhtw-berlin.fb3,1,146815
de.fhtw-berlin.rz,2,146816
de.franken,1,146818
de.freeway,2,146819
de.fu-berlin.fddi4,2,146821
de.fu-berlin.met,1,146823
de.fzk,1,146824
de.fzk.iai,1,146825
de.gkss,1,146826
de.glueckkanja,1,146827
de.gmd,3,146828
de.gmd.darmstadt,3,146831
de.gmd.gex,1,146834
de.gmd.technopark.cybercon,1,146835
de.grau,1,146836
de.gsi,2,146837
de.guj,2,146839
de.gun,1,146841
de.gwdg,4,146842
de.gwdg.mpae.osf1,1,146846
de.hab-weimar.informatik,2,146847
de.hbi-stuttgart,1,146849
de.hfs-esslingen,1,146850
de.honeywell.ge02.airport,1,146851
de.hs-bremen.rz,1,146852
de.htw-dresden.informatik,2,146853
de.htwm,2,146855
de.hu-berlin.rz,2,146857
de.ibm.munich,1,146859
de.ifag,1,146860
de.ilk,1,146861
de.in-berlin,1,146862
de.ipf,1,146863
de.isa,4,146864
de.ixos.142.40,1,146868
de.kfa-juelich.beo,1,146869
de.kfa-juelich.ich,3,146870
de.kfa-juelich.sp,1,146873
de.kfa-juelich.zam,1,146874
de.kiss,2,146875
de.knipp,1,146877
de.ku-eichstaett,1,146878
de.lhag,1,146879
de.look,1,146880
de.lrz-muenchen,4,146881
de.lrz-muenchen.ppp,2,146885
de.mabi,1,146887
de.mcs,1,146888
de.mdlink,1,146889
de.metaworks,1,146890
de.mms-gmbh,1,146891
de.mpg.ipp-garching,1,146892
de.mpg.mpi-hd,1,146893
de.mpg.mpi-msp-halle,1,146894
de.mpg.mpi-stuttgart,4,146895
de.mpg.mpifr-bonn,2,146899
de.mpg.mpip-mainz,1,146901
de.mpg.rz-berlin,1,146902
de.mu-luebeck.pmt,1,146903
de.nacamar,1,146904
de.neckar-alb,1,146905
de.netsurf,5,146906
de.netsurf.bielefeld,2,146911
de.netsurf.bonn,2,146913
de.netsurf.castrop-rauxel,1,146915
de.netsurf.darmstadt,2,146916
de.netsurf.dortmund,2,146918
de.netsurf.erlangen,1,146920
de.netsurf.frankfurt,2,146921
de.netsurf.freiburg,2,146923
de.netsurf.giessen,3,146925
de.netsurf.hamburg,2,146928
de.netsurf.herrenberg,2,146930
de.netsurf.karlsruhe,1,146932
de.netsurf.karlstadt,1,146933
de.netsurf.kiel,2,146934
de.netsurf.konstanz,1,146936
de.netsurf.ludwigsburg,1,146937
de.netsurf.munich,3,146938
de.netsurf.nagold,1,146941
de.netsurf.nuernberg,1,146942
de.netsurf.rhein-neckar,3,146943
de.netsurf.schweinfurt,5,146946
de.netsurf.stuttgart,1,146951
de.netsurf.wiesbaden,2,146952
de.netsurf.wuerzburg,1,146954
de.newmedia,1,146955
de.oche.tng,1,146956
de.osn,1,146957
de.ping,2,146958
de.prisma,4,146960
de.protel,5,146964
de.quark,1,146969
de.ruhr,2,146970
de.ruhr-uni-bochum.anachem,1,146972
de.ruhr-uni-bochum.iws,1,146973
de.ruhr-uni-bochum.mez,1,146974
de.ruhr-uni-bochum.rz,3,146975
de.ruhr.prima,1,146978
de.ruhr.prima.kelly,1,146979
de.rwth-aachen.informatik,4,146980
de.rwth-aachen.oph,1,146984
de.rwth-aachen.rad,1,146985
de.sap-ag,1,146986
de.sbs.beast2,1,146987
de.schwaben.rt,1,146988
de.scn,4,146989
de.shuttle.s,1,146993
de.siemens,5,146994
de.snafu,5,146999
de.snafu.berlin,4,147004
de.sni,1,147008
de.sni.mch,5,147009
de.sni.pdb,2,147014
de.spacenet.terrasat,1,147016
de.swb,1,147017
de.tap,2,147018
de.taz.prod,1,147020
de.tfh-berlin,2,147021
de.th-darmstadt.hrz,3,147023
de.th-darmstadt.physik.iap,1,147026
de.th-merseburg.hrz,1,147027
de.transnet,1,147028
