Token,Cantidad de documentos que lo contienen,Posicion del primer registro en posting
"humorous,",2,212220
humors,1,212222
"humors,",2,212223
humort.,1,212225
humphery,1,212226
humphrey,7,212227
"humphrey,",8,212234
huna,1,212242
"huna,",1,212243
huna.,1,212244
huncut,1,212245
hundred;,1,212246
hundreds,21,212247
hundt,1,212268
hung,3,212269
"hung,",1,212272
hungaria,3,212273
hungariakft.-vel,1,212276
hungariam,1,212277
hungarian,29,212278
"hungarian,",1,212307
hungarian-american,2,212308
hungarian-americans,2,212310
"hungarian-americans,",1,212312
hungarian-dominated,1,212313
hungarian-style,1,212314
hungariancommercial,1,212315
hungariandemocratic,1,212316
hungariangovernment,1,212317
hungarianmembership,1,212318
hungarianofficials,1,212319
hungarianprison,1,212320
hungarianprotestant,1,212321
hungarianradio,1,212322
hungarians,9,212323
"hungarians,",2,212332
hungarians.,1,212334
hungarians;,1,212335
hungarianuniversity...after,1,212336
hungaricus,1,212337
hungary,26,212338
"hungary""",1,212364
hungary's,11,212365
hungary's.,1,212376
"hungary)sajtojat!""=a",1,212377
"hungary,",10,212378
"hungary,the",1,212388
hungary.,11,212389
"hungary@glue.umd.edu,",2,212400
"hungary@hix.com,",1,212402
hungary@hix.comsubject:,1,212403
"hungary].""",1,212404
hungarybankszamla:,1,212405
hungarygold,1,212406
hungaryhave,1,212407
hungaryvandor,1,212408
hungate,4,212409
hunger,7,212413
hunger!without,1,212420
hungry,1,212421
hunnia,1,212422
"hunnia,",1,212423
"hunniat,",1,212424
hunt,7,212425
hunt.,1,212432
hunted,1,212433
hunter,9,212434
"hunter,",2,212443
hunter-gault,1,212445
hunter.,2,212446
hunters,1,212448
hunting,2,212449
"hunting,",1,212451
huntington,1,212452
huntsville,1,212453
"huntsville,",1,212454
hunyadi,2,212455
hunynak,1,212457
hunyt,1,212458
huralban.,1,212459
hurcolt,2,212460
hurcolta,1,212462
hurcoltmukincseknek.,1,212463
hurdles,1,212464
hurokba!az,1,212465
hurra-optimista,1,212466
hurra-optimizmus,1,212467
hurraoptimizmus,1,212468
hurricane,1,212469
hurried,1,212470
hurt,7,212471
"hurt,",1,212478
hurt.,1,212479
hurting,2,212480
"hurting,""",1,212482
hurts,1,212483
hus,1,212484
husabol,1,212485
husband,6,212486
husband's,1,212492
"husband,",1,212493
husband-wife,1,212494
husband.,2,212495
huschen,1,212497
husdarab,1,212498
husdarabokat,1,212499
huseg,2,212500
"huseges""",1,212502
"huseget,",2,212503
huseggel,1,212505
huseyin,1,212506
"husfogyasztas,kevesebbet",1,212507
hushed,1,212508
husi,1,212509
husipari,1,212510
huslevessel,1,212511
hussein,1,212512
hussein.,1,212513
hussein’s,1,212514
husserl's,1,212515
husszein,1,212516
hust,1,212517
husvet,1,212518
"husvet,",1,212519
"husvet,jaj,",1,212520
husvetbeteg,1,212521
husvetiuzenetben,1,212522
husz,11,212523
huszadik,1,212534
huszadrangu,1,212535
huszan,1,212536
huszar,1,212537
huszas,1,212538
huszeves,2,212539
huszezer,1,212541
huszforintosbol,1,212542
huszhetes,1,212543
huszmilliardforintos,1,212544
huszonnegyezer,1,212545
huszonotert.,1,212546
huszonvalahany,1,212547
hut.,1,212548
"hutchins,",1,212549
hutchinson,5,212550
hutchison,1,212555
"huteni,",1,212556
hutlen,2,212557
hutto,9,212559
huug,1,212568
huvos,1,212569
huvosvolgyi,1,212570
huxley,3,212571
huxley's,3,212574
huxley.,1,212577
huzakodas:,1,212578
huzas,1,212579
huzas:,1,212580
huzasat!,1,212581
huzat,1,212582
huzatos!,1,212583
huzatos.,1,212584
huzavona,1,212585
huzkodjak,1,212586
huznak,1,212587
"huznak,",1,212588
huzni,1,212589
"huzni,",1,212590
huzo,1,212591
huzoagazatta,1,212592
"huzodik,",1,212593
huzodnak,2,212594
huzodni.,1,212596
huzodo,1,212597
huzoereje,1,212598
huzta,1,212599
huztak,1,212600
huztak.,1,212601
"huztakkeresztul,",1,212602
huzva,1,212603
huzza,1,212604
huzzuk,1,212605
hv,1,212606
"hv,",1,212607
hvac,1,212608
hvg,2,212609
hvg-ben,1,212611
hvg-tol,1,212612
hvg-tterjesztik,1,212613
hvg:,17,212614
hwang,1,212631
"hwee,",1,212632
hwy.,1,212633
hx+l6wwwifzga2e6id4gvgycgxswgobvb9aj8ebesqbbtfvqlkzsquboq0vorvqmgvtgu01uudol,1,212634
hy's,1,212635
hyadraulic,1,212636
hyang,1,212637
hybrid,2,212638
hyde,12,212640
hydrant,1,212652
"hydrant,",1,212653
hydrated,1,212654
hydraulic,2,212655
hydrique),1,212657
hydrocarbon,2,212658
hydrocarbons,1,212660
hydrodynamic,2,212661
hydroelectric,2,212663
hydrofoil,1,212665
hydrogen,1,212666
"hydrogen,",1,212667
hydrologic,1,212668
"hydrologic,",1,212669
hydrological,2,212670
hydrologists,1,212672
hydrologists.,1,212673
hydrology,3,212674
hydrology.,1,212677
"hydrology.""",1,212678
hydrology:,1,212679
hydrometeorological,1,212680
hydronuclear,1,212681
hydrosphere,1,212682
hydrotherapy,1,212683
hyena,1,212684
hyfco,1,212685
hygiene,1,212686
"hygiene,",2,212687
hygiene.,1,212689
hygroscopic,1,212690
hymn,1,212691
hymne,1,212692
"hymns,",1,212693
hypalon,1,212694
hyper-extended,1,212695
hyperactive,2,212696
hyperactivity,2,212698
hyperextension,1,212700
hyperkinetic,1,212701
hypertension,2,212702
"hypertension,",1,212704
hypertensive,1,212705
hypertext,1,212706
hypnosis,1,212707
"hypnosis,",1,212708
hypnotherapists,1,212709
hypnotherapy;,1,212710
hypnotism.,1,212711
hypnotism:,1,212712
hypocrisy,4,212713
"hypocrisy,",1,212717
hypocrisy.,3,212718
hypocrites,1,212721
hypos,1,212722
hypotheses,2,212723
"hypotheses,",4,212725
hypotheses.,1,212729
hypothesis,5,212730
hypothesis's,1,212735
"hypothesis,",8,212736
hypothesis.,1,212744
hypothesizes,7,212745
"hypothesizes,",1,212752
hypothesizing,1,212753
hypothetical,15,212754
"hypothetical,",2,212769
hysteria,3,212771
hz,1,212774
hzds,1,212775
hzds's,1,212776
"hzds,",1,212777
hzds.,1,212778
háború,2,212779
"háború,",1,212781
hány,1,212782
hányada,1,212783
hárman,1,212784
hármas,1,212785
hármaskapcsolatrendszer:1.,1,212786
hármaskönyvének,1,212787
három,2,212788
"három,",1,212790
háromféle,1,212791
hárommillió,1,212792
háromnegyed,1,212793
hároméves,1,212794
hátrány,1,212795
hátrányosnak,1,212796
háttere,1,212797
háttere.,1,212798
hátteret.,1,212799
hátterében?,1,212800
háttérnek,1,212801
háttérrel,1,212802
házak,1,212803
házaspár,1,212804
háztartási,1,212805
hält,1,212806
héctor,1,212807
hét,1,212808
héten,1,212809
hétvégi,1,212810
"hézagpótló,",1,212811
hír,1,212812
"hírdesse,",1,212813
híres,1,212814
hírlap,1,212815
"hírlap,",2,212816
hírlapnak,1,212818
"hírnevét,",1,212819
hírszerzés,1,212820
hírszerzésnek,1,212821
hírét,1,212822
"hírünk,",1,212823
hívattatásáról,1,212824
hívják,1,212825
hívta,1,212826
hónapban.,1,212827
hónapokban,1,212828
hõseazon,1,212829
hõsiesség,1,212830
hõsök,1,212831
húmedos.,1,212832
húsztagú,1,212833
húzhatjuk,1,212834
húzni.,1,212835
hûtlenségrõl,1,212836
h���bor���,1,212837
h���tr���nyos,1,212838
h���tter���t���l,1,212839
h���v,1,212840
h���zba,1,212841
"h���zigazda,",1,212842
i),3,212843
"i,",7,212846
"i,the",1,212853
i-,1,212854
i-101,1,212855
"i-238,",1,212856
i-580,1,212857
i-680,1,212858
i-880,1,212859
i-beams,1,212860
"i-beams,",1,212861
i-it,1,212862
i-nek.amig,1,212863
i-site.on.canada,1,212864
i-xii.,1,212865
i.,22,212866
i.e.,1,212888
"i.e.,",1,212889
i.keruleti,1,212890
"i.lehet,",1,212891
i.vilaghaboru,1,212892
i.vilaghaborus,1,212893
i10,1,212894
i:,2,212895
i=,1,212897
ia,1,212898
ia'nkolla'r,1,212899
ia's,1,212900
iacocca,1,212901
iacocca's,1,212902
iacuc,1,212903
iaea,1,212904
iago,1,212905
"iannetta,",1,212906
iaq,1,212907
ib,1,212908
ibaraki,1,212909
ibargüen,1,212910
ibm,15,212911
"ibm""",1,212926
ibm's,2,212927
"ibm,",3,212929
ibm-compatible,1,212932
ibm-pc,1,212933
ibn,1,212934
ibo,1,212935
ibolya,1,212936
ibrahim,1,212937
ibsen,1,212938
ibsen',1,212939
ibsen's,2,212940
"ibsen,",2,212942
ibsen.,2,212944
ibusz,1,212946
icapi,1,212947
"icc,",1,212948
ice,10,212949
"ice"",",1,212959
ice).,1,212960
"ice,",3,212961
ice-covered,1,212964
ice-making,1,212965
ice.,2,212966
iceland,5,212968
"iceland,",1,212973
iceman,1,212974
iceni,1,212975
"ich""",1,212976
ichord,8,212977
icing,1,212985
icj=,1,212986
icke,1,212987
icon,3,212988
iconographic,2,212991
icons,1,212993
"icons,",1,212994
"icsu,",1,212995
id,14,212996
id.,2,213010
"id.,",1,213012
id.ac.itb.paume,2,213013
id.ac.petra,5,213015
id.ac.stikom-sby.netra,1,213020
id.co.jcc,2,213021
id.co.ptme,1,213023
id.co.versa,2,213024
id.co.vico,2,213026
id.go.telkom,1,213028
id.net.cbn,3,213029
id.net.idola,5,213032
id.net.indo,5,213037
id.net.indo.ppp,3,213042
id.net.rad,1,213045
id.net.rad.dialin,5,213046
idaho,33,213051
idaho.,1,213084
idaig,3,213085
"idaig,",1,213088
idaig:versek:csoori,1,213089
ide,9,213090
"ide,",2,213099
"ide,balra",1,213101
ide-oda,1,213102
idea,30,213103
"idea,",1,213133
"idea,”",1,213134
idea.,2,213135
idea?,1,213137
ideajat,1,213138
ideal,16,213139
"ideal,",2,213155
ideal.,2,213157
idealism,5,213159
idealist,2,213164
idealistic,1,213166
idealizalni,1,213167
"idealkephez,",1,213168
idealla,1,213169
"idealogical,",1,213170
idealogies,2,213171
ideals,13,213173
"ideals,",7,213186
"ideals,contributions",1,213193
ideals.,4,213194
ideas,45,213198
"ideas,",9,213243
ideas.,8,213252
idebenn,1,213260
"idegeimducaban,",1,213261
"idegeire,",1,213262
idegen,12,213263
"idegen,",2,213275
idegen.,1,213277
idegenbe,1,213278
idegenek,2,213279
idegeneknek,1,213281
idegenerdekek,1,213282
idegenforgalmi,2,213283
idegenforgalomnak,1,213285
"idegengyulolet,",1,213286
idegengy���l���let,1,213287
"idegengy���l���lete,",1,213288
idegenhelytartokat,1,213289
idegenkednek,1,213290
idegenkednekmagyarorszagon,1,213291
idegenkent,1,213292
idegennek,1,213293
idegenorszag,1,213294
idegenseg,1,213295
"idegenseg,",1,213296
idegensegbetelepult,1,213297
idegent,1,213298
idegenul,1,213299
idegesek.,1,213300
idegesiti,1,213301
idegesitoen,1,213302
idegesseg]tardos,1,213303
idehaza,2,213304
idehivasavalmoszkva,1,213306
idei,14,213307
"idei,",2,213321
ideig,8,213323
ideiglenes,7,213331
ideiglenesen,3,213338
ideiglenesen.,1,213341
ideignem,1,213342
ideihez,1,213343
ideinek,1,213344
ideje,15,213345
"ideje""",1,213360
ideje(magyar,1,213361
"ideje,",5,213362
ideje.,1,213367
"ideje]""tuladagoltak",1,213368
idejeben,6,213369
"idejeben,",1,213375
"idejebol,",1,213376
"idejeelenkiteni"".",1,213377
idejen,20,213378
"idejen"".",1,213398
"idejen,",4,213399
idejen.,1,213403
idejere,3,213404
idejere.,1,213407
idejet,1,213408
"idejet,",1,213409
idejevel,1,213410
idejuk,2,213411
idején,2,213413
idej���n,1,213415
idej���t,1,213416
idemenekuloknek,1,213417
iden,24,213418
"iden""",1,213442
"iden,",3,213443
iden.,2,213446
idendecemberre,1,213448
idenity,1,213449
idenity.,1,213450
idennem,1,213451
identelen,1,213452
identfy,1,213453
identical,4,213454
"identical,",1,213458
identifiable,1,213459
identifiably,1,213460
identificables,1,213461
identificados,1,213462
identificar,1,213463
identificaron,1,213464
identification,19,213465
"identification,",2,213484
identified,16,213486
"identified,",3,213502
identified.,1,213505
identifies,12,213506
identify,19,213518
identifying,8,213537
identitas,2,213545
"identitasa""??",1,213547
identitasaban,1,213548
identitasanak,2,213549
identitastudat,1,213551
identitastudatat]magyar,1,213552
identitasu,1,213553
"identitasu,",1,213554
identitasuk,1,213555
identitasukat.,1,213556
identitasunk,1,213557
identities,1,213558
"identities,",1,213559
identities.,1,213560
identity,15,213561
"identity,",6,213576
identity.,5,213582
identity/unity.,1,213587
identity:,1,213588
ideologia,4,213589
"ideologia,",1,213593
ideologia-felsoresz,1,213594
ideologia.,2,213595
ideologiai,3,213597
"ideologiaja,",1,213600
ideologiak,1,213601
ideologiakbol,1,213602
ideologiat,1,213603
ideological,15,213604
ideologically,1,213619
"ideologically,",1,213620
ideologically-driven,1,213621
ideologies,4,213622
"ideologies,",2,213626
ideologies.,1,213628
ideologist,1,213629
ideologue,1,213630
ideologus,1,213631
"ideologus,",1,213632
"ideologusaik,",1,213633
ideology,13,213634
"ideology,",4,213647
ideology.,5,213651
ideology:,1,213656
"ideol���gia,",1,213657
ideol���giai,1,213658
ideol���gi���j���nak,1,213659
"ideol���gi���v���,",1,213660
ideromaegyuttes,1,213661
idesoroljak,1,213662
idestova,1,213663
ideszalajtott,1,213664
idetartoznak.jovendo,1,213665
idetolakodott,1,213666
idevago,1,213667
idev���g���,1,213668
"idez,",2,213669
idezek,1,213671
idezem,2,213672
idezesevel,1,213674
idezet,1,213675
"idezet,",1,213676
idezet:,1,213677
idezetek,1,213678
"idezetekbol,",1,213679
idezeteketvettuk,1,213680
idezetekkel,1,213681
idezetekszarmaznak.miutan,1,213682
idezetet,2,213683
idezetre,1,213685
idezett,5,213686
idezhet,1,213691
idezi,8,213692
"idezi,",1,213700
idezi:,1,213701
idezik,3,213702
"idezik,",1,213705
ideznek,2,213706
ideznem,1,213708
idezni,1,213709
idezni:,1,213710
idezojel,1,213711
idezojeles,2,213712
idezojelet,1,213714
idezojeletlen,1,213715
"idezoket,",1,213716
idezte,3,213717
ideztea,1,213720
"ideztek,",1,213721
ideztem,1,213722
ideztuk,2,213723
ideztuk.,1,213725
idezunk,1,213726
idezve,2,213727
idezve),1,213729
idezzuk,4,213730
ide���lja,1,213734
idiom,2,213735
idiophone,1,213737
"idiot,",1,213738
idiotanak,1,213739
idle,2,213740
ido,20,213742
ido!,1,213762
ido!],1,213763
"ido,",3,213764
ido.,1,213767
ido?,1,213768
idoban,1,213769
idobe,1,213770
idoben,17,213771
"idoben,",2,213788
idoben.ime,1,213790
idobeni,1,213791
idoegyeztetesi,1,213792
idoeredmennyel,1,213793
idofolottiseg,1,213794
idojaras,1,213795
idok,8,213796
idok!=hazai,1,213804
idok),1,213805
"idok,",2,213806
idokbe,1,213808
idokben,2,213809
idokbol.a,1,213811
idokeresztury,1,213812
idokeretben.,1,213813
idokhoz?,1,213814
idokig,1,213815
"idokig,",1,213816
idokkel,1,213817
idoknek,1,213818
idokozben,3,213819
idokozbeneltervezett,1,213822
idokozi,2,213823
idokre,2,213825
"idokre""",1,213827
idoleges,2,213828
idols...these,1,213830
"idomben,",1,213831
idomellett,1,213832
idomult,1,213833
idomulva,1,213834
idon,7,213835
idonk,1,213842
"idonk,",1,213843
idonkent,7,213844
"idonkent,",1,213851
idonkentmeglehetosen,1,213852
idonyerest,1,213853
idopontban,1,213854
idopontig,1,213855
idopontig.,1,213856
idopontja,1,213857
"idopontjaban,",1,213858
idopontjaig,1,213859
idopontjara]egyre,1,213860
idopontjat,1,213861
idoponttal,1,213862
idore,5,213863
idore.,1,213868
idorol,1,213869
idos,2,213870
idosebb,1,213872
"idosebb,",1,213873
idosebbek,1,213874
idosek,1,213875
idosimonyi,1,213876
idoszak,7,213877
"idoszak,",1,213884
idoszakaban,4,213885
idoszakahoz,2,213889
"idoszakalapfeltevese,",1,213891
idoszakara,2,213892
idoszakat.,1,213894
idoszakban,7,213895
idoszakbankialakult,1,213902
idoszakbanmeghaladta,1,213903
"idoszakhoz,",1,213904
idoszaki,1,213905
idoszakkent,1,213906
"idoszaklara,",1,213907
idoszakokhoz,1,213908
"idoszakokra,",1,213909
idoszakot.,1,213910
idoszakot.szerinte,1,213911
idoszakra,3,213912
"idoszakra,",1,213915
idoszakrol,1,213916
idoszeru,1,213917
idoszeru.,1,213918
idoszerunek,1,213919
idoszolgalhat,1,213920
idot,7,213921
idot.,2,213928
idotartam,1,213930
idotartama,1,213931
idotartamanak,1,213932
idotartamat,1,213933
idotoltesnek,1,213934
idovel,1,213935
idozitest.,1,213936
idozitett,2,213937
"idozitett,",1,213939
"idozitot,",1,213940
idozzunk,1,213941
ids,5,213942
"ids,",1,213947
ids.,1,213948
idyllic,1,213949
idén,1,213950
idézek,1,213951
"idézetben,",1,213952
idézett,2,213953
idézése,1,213955
idõ,2,213956
idõben,1,213958
"idõben,",1,213959
idõjárás,1,213960
idõk,1,213961
idõknek,1,213962
idõnként,1,213963
idõre,1,213964
idõszak,1,213965
idõszaka,1,213966
idõszakban,1,213967
idõszakok.,1,213968
idõszakot,1,213969
idõszakában.,1,213970
idõtényezõnek,1,213971
id���szaka,1,213972
id���szakban,1,213973
id���z���,1,213974
ie.,1,213975
ie.clubi,1,213976
ie.dcu,1,213977
ie.dcu.compapp,1,213978
ie.dcu.eeng,3,213979
ie.homenet,2,213982
ie.icl.itc,1,213984
ie.ieunet,2,213985
ie.indigo,3,213987
ie.internet-eireann,3,213990
ie.intex,1,213993
ie.iol,5,213994
ie.iol.cork,1,213999
ie.iol.dublin,2,214000
ie.iol.sligo,1,214002
ie.rtc-athlone,1,214003
ie.rtc-carlow,2,214004
ie.rtc-galway,1,214006
ie.rtc-tallaght,1,214007
ie.tcd,1,214008
ie.tcd.cs,1,214009
ie.tcd.maths,2,214010
ie.tcd.mee,1,214012
ie.tcd.mme,1,214013
ie.tcd.phy,1,214014
ie.ucc,4,214015
ie.ucd,5,214019
ie.ucg,1,214024
ie.ucg.biomar,1,214025
ie.ul.staff_3,1,214026
ie.ul.staff_4,1,214027
ien,1,214028
"ier,",1,214029
ier.,1,214030
"if,",4,214031
if:,6,214035
ifaran@rinarostra.msk.su,1,214041
"ifconvicted,",1,214042
ifdeposit,1,214043
ifhungary,1,214044
"ific,",1,214045
ifjabb,2,214046
ifju,2,214048
ifjukent,1,214050
ifjusag,9,214051
ifjusag]az,1,214060
ifjusagban?igen.,1,214061
ifjusaggal,1,214062
ifjusagi,4,214063
"ifjusagi,",2,214067
ifjusagi-,1,214069
ifjusagitabort,1,214070
ifjusagot,1,214071
ifjuszlovakianak(!),1,214072
ifjúság,1,214073
ifjúsági,1,214074
"ifjúságnak,",1,214075
ifor,7,214076
ifor's,1,214083
"ifor-bazist,",1,214084
ifor-erok,1,214085
ifor-katona,1,214086
ifor-kotelek,1,214087
ifor-misszio,1,214088
ifor-parancsnoksag,1,214089
ifor-rol.,1,214090
ifyou,1,214091
ig,1,214092
"ig.,",1,214093
igajat,1,214094
iganal,1,214095
igaz,14,214096
igaz!]15.,1,214110
"igaz""",1,214111
"igaz"",",1,214112
"igaz,",20,214113
"igaz,hogy",1,214133
"igaz,lepeskenyszerben",1,214134
igaz-e,2,214135
"igaz-e,",1,214137
igaz.,6,214138
igaz...,1,214144
igaz.kerdes,1,214145
igaz:,2,214146
"igaz:""a",1,214148
igaz?-erre,1,214149
"igaz]""",1,214150
igaza,5,214151
igaza?,1,214156
igazaban,1,214157
igazabol,4,214158
"igazabol,",1,214162
"igazak-e:""konrad",1,214163
igazak.-hogyan,1,214164
igazan,13,214165
igazan.,1,214178
igazanhasonkitani,1,214179
"igazanmegmaradasunkban,",1,214180
igazanmestere,1,214181
igazat,2,214182
"igazat,",1,214184
"igazat.lehetséges,",1,214185
igazg.,1,214186
igazgatas,1,214187
igazgato,5,214188
igazgato-helyettesenek,1,214193
igazgatoi,2,214194
igazgatoja,8,214196
"igazgatoja,",3,214204
igazgatoja.,2,214207
igazgatoja.3.,1,214209
"igazgatojat,",1,214210
igazgatojava,1,214211
igazgatonak,1,214212
igazgatonoje,1,214213
igazgatosag,5,214214
"igazgatosag,",1,214219
igazgatosaga,1,214220
igazgatosaganak,2,214221
igazgatosagi,2,214223
igazgatotanacs,1,214225
igazgatotanacsaba,1,214226
igazgatotanacsaban,1,214227
igazgatotanacsanak,1,214228
igazgatotanacsban,1,214229
igazi,14,214230
"igazi,",1,214244
igazi.,1,214245
"igazialapja"".",1,214246
igaziertekekre,1,214247
"igazifokolomposokra,",1,214248
igazifordulatot,1,214249
"igazitartalmat,",1,214250
igazmegallapitasait.,1,214251
igaznak,1,214252
igazodas,1,214253
"igazodhat,",1,214254
igazodni,1,214255
igazodnia,1,214256
igazolasara,1,214257
igazolasra,1,214258
igazolhatok,1,214259
igazolhatok.,1,214260
"igazolja,",5,214261
"igazoljak"",",1,214266
igazoljuk,1,214267
"igazolj���k,",1,214268
igazolni,1,214269
igazolni.,1,214270
igazolnia,1,214271
"igazolnia,",1,214272
igazolt,2,214273
igazoltatas,1,214275
"igazolvanyat,",1,214276
igazsag,7,214277
"igazsag,",3,214284
igazsag.,2,214287
igazsaga,1,214289
igazsagait,1,214290
igazsagert,1,214291
igazsaghoz,1,214292
igazsaghoz.,1,214293
igazsagnak,1,214294
igazsagos,2,214295
"igazsagosabbanmukodjenek,",1,214297
"igazsagosak,",1,214298
igazsagosan,1,214299
igazsagosnak,1,214300
igazsagossag,2,214301
igazsagot,3,214303
igazsagra,1,214306
igazsagszereto,1,214307
igazsagszolgaltatas.a,1,214308
"igazsagszolgaltatasrol,",1,214309
"igazsagszolgaltatastol,",1,214310
igazsagtalan,1,214311
"igazsagtalan,",1,214312
"igazsagtalan,mivel",1,214313
igazsagtalannak,1,214314
igazsagtalanok,1,214315
igazsagtalansagok,1,214316
igazsagtalansagot,1,214317
igazsagtalanul,2,214318
igazsagugy-miniszter,2,214320
"igazsagugy-miniszter,",1,214322
igazsagugy-minisztertegnap,1,214323
igazsagugyi,3,214324
igazsághoz.)mint,1,214327
igazságnak,1,214328
igazságunk,1,214329
igazs���gai,1,214330
igazs���ggal.,1,214331
igazs���gra,1,214332
igaztalan,1,214333
"igaztalannak,",1,214334
"igazuk,",1,214335
igazunk,2,214336
igazán,1,214338
"igazán,",1,214339
igc.apc.org.,1,214340
igek,1,214341
igekotok,1,214342
igekotokrendszere,1,214343
igen,26,214344
igen!),1,214370
"igen,",11,214371
igen.,7,214382
igen.ideje,1,214389
igen.tegyuk,1,214390
igen?,1,214391
"igenam,",1,214392
igencsak,6,214393
igenerdekes,1,214399
igeneredmenyes,1,214400
igenis,4,214401
igeniselengedhetetlen.,1,214405
igenisszot,1,214406
igenlo,1,214407
"igenmagas,",1,214408
igennel,3,214409
igennelszavazott,1,214412
"igennyel,",1,214413
igent,4,214414
igeny,4,214418
igenybe,10,214422
"igenybe""",1,214432
igenybe.,2,214433
igenybevetelenek,1,214435
"igenybol,melyet",1,214436
igenye.,1,214437
igenyeik,1,214438
igenyeiknek,1,214439
igenyeinek,2,214440
igenyeinek.,1,214442
igenyeinknek,1,214443
igenyeit.,1,214444
igenyeket,1,214445
igenyeknek,1,214446
igenyel,1,214447
"igenyel,",1,214448
igenyel.,2,214449
igenyelne,1,214451
igenyelnenk,1,214452
igenyelni,1,214453
igenyelt,1,214454
igenyeltek,1,214455
igenyet,1,214456
igenyet.,1,214457
igenyles,1,214458
igenylest,1,214459
igenylo,1,214460
igenylolapot,1,214461
igenyt,5,214462
"igenyt"",",1,214467
"igenyt),",1,214468
igenyt.,1,214469
igenyt.[csodben,1,214470
igenyttart,1,214471
igenyuk.,1,214472
iger,2,214473
iger.http://www.pointcast.com/itt,1,214475
igeret,3,214476
igeret!][magyar,1,214479
igerete,2,214480
igeretei,1,214482
igereteik,1,214483
igereteink,1,214484
igereteit,1,214485
igeretek,2,214486
"igeretek,",1,214488
igereteket,1,214489
igeretet,3,214490
"igeretet,",1,214493
igeretet.,1,214494
igeretevel,2,214495
igeretuket,1,214497
igeretukrol,1,214498
igerget,1,214499
igergetesekkelveszelybe,1,214500
"igerhetek,",1,214501
igeri,1,214502
"igeri,",1,214503
"igerkezik,",1,214504
igerkezik.,1,214505
igernek,2,214506
igerni,1,214508
igero,1,214509
igert,6,214510
"igert,",1,214516
igert.,1,214517
igerte,4,214518
igerte.,1,214522
igertek,1,214523
igertek][csodben,1,214524
igiebor,1,214525
igiebor's,1,214526
"igiebor,",1,214527
igloi,1,214528
igm,1,214529
ignited,1,214530
"ignition,",1,214531
ignoraljak,1,214532
"ignoralva,",1,214533
ignorance,2,214534
ignore,2,214536
ignore.,1,214538
ignored,9,214539
ignores,3,214548
ignoring,4,214551
"ignoring""",1,214555
"ignoring,""",1,214556
igor,10,214557
igual,4,214567
iguales.,1,214571
igy,41,214572
"igy,",4,214613
igy.-tehat,1,214617
igy528400,1,214618
igy:,3,214619
igy?d:,1,214622
igyaz,1,214623
igyaztan,1,214624
igyekezet,2,214625
"igyekezete,",1,214627
igyekezetevel,1,214628
igyekezett,1,214629
igyekezett.,1,214630
igyekezettel,2,214631
igyekezetukkel,1,214633
igyekeznek,3,214634
igyekeztek,2,214637
"igyekeztek,",1,214639
igyekeztuk,1,214640
igyekezzenek,1,214641
igyekszik,7,214642
igyekszikkizsigerelni.,1,214649
igyekszunk,2,214650
igyekszunkszorosan,1,214652
igyekvokezreinek,1,214653
igyekv���,1,214654
igyfeladatat,1,214655
igymajus,1,214656
igymukodik.,1,214657
igysohasem,1,214658
igytovabb...,1,214659
igyvalik,1,214660
igyvan.,1,214661
"igyviselkedhet"".",1,214662
igénybe,1,214663
igényel,1,214664
"igényel,",1,214665
igényelt,1,214666
igéretek,1,214667
ig���ny���,1,214668
ig���zet���ben,1,214669
iha,1,214670
iha's,1,214671
"iha,",1,214672
ihf,1,214673
ihn,1,214674
ihra,1,214675
"ihra,",1,214676
ihre,1,214677
ihren,1,214678
ii,29,214679
"ii""",1,214708
ii),2,214709
ii).,3,214711
"ii,",12,214714
ii.,30,214726
ii..,1,214756
ii.alekszij,1,214757
ii.n.ev,1,214758
ii.vilaghaboru,1,214759
ii.vilaghaboruja,1,214760
ii:,2,214761
iib,1,214763
iiep-uniesco-osztondijas,1,214764
iii,9,214765
"iii,",2,214774
iii.,10,214776
iii..,1,214786
iii.keruleti,1,214787
iii.n.ev,1,214788
iii:,2,214789
iiib,1,214791
ijedtek,1,214792
ikarus,1,214793
"ikarusbol,",1,214794
ikarust.,1,214795
"ike,",1,214796
ike.,1,214797
ike—the,1,214798
ikm,3,214799
ikm-nek,1,214802
ikonosztazba,1,214803
ikrek,1,214804
iktassanak,1,214805
iktat,1,214806
iktatja,1,214807
iktatna,1,214808
iktatoszamnelkuli,1,214809
iktatott,2,214810
iktatta,1,214812
iktatta.,1,214813
iktattak,1,214814
il,26,214815
"il,",3,214841
il-lusztracioja,1,214844
il.ac,5,214845
il.ac.bgu,1,214850
il.ac.biu.cc,1,214851
il.ac.biu.ls,1,214852
il.ac.cet,1,214853
il.ac.huji,2,214854
il.ac.huji.agri,1,214856
il.ac.huji.slip,5,214857
il.ac.ilwww,1,214862
il.ac.jct,2,214863
il.ac.macam98.mofet,2,214865
il.ac.macam98.oranim,1,214867
il.ac.openu,1,214868
il.ac.tcb,2,214869
il.co,4,214871
il.co.actcom.haifa1,4,214875
il.co.actcom.haifa2,4,214879
il.co.actcom.j1,1,214883
il.co.actcom.negev1,2,214884
il.co.actcom.ta1,2,214886
il.co.actcom.ta2,1,214888
il.co.aisys,1,214889
il.co.aladdin,1,214890
il.co.aquanet,1,214891
il.co.brm,1,214892
il.co.bvr,2,214893
il.co.datasrv,3,214895
il.co.euronet,1,214898
il.co.globes,1,214899
il.co.iai.comm,1,214900
il.co.iec.tlv,1,214901
